zagen,15186,saws,,zagen 15186,,,,,
liegt,15176,lying,,liegt 15176,,,,,
bus,15160,bus,,bus 15160,,,,,
belachelijk,15128,ridiculous,,belachelijk 15128,,,,,
betere,15123,better,,betere 15123,,,,,
raam,15119,windown,,raam 15119,,,,,
wijn,15098,wine,,wijn 15098,,,,,
mes,15056,knife,,mes 15056,,,,,
ontslagen,15049,laid off,,ontslagen 15049,,,,,
geheime,15037,secret,,geheime 15037,,,,,
gehouden,14987,held,,gehouden 14987,,,,,
weggaan,14979,leave away,,weggaan 14979,,,,,
weekend,14956,weekend,,weekend 14956,,,,,
eh,14953,eh,,eh 14953,,,,,
excuses,14937,excuses,,excuses 14937,,,,,
getuigen,14905,to give evidence,,getuigen 14905,,,,,
jim,14881,Jim,,jim 14881,,,,,
bom,14877,bomb,,bom 14877,,,,,
inspecteur,14873,inspector,,inspecteur 14873,,,,,
gehaald,14872,accomplished,,gehaald 14872,,,,,
spoor,14858,track,,spoor 14858,,,,,
held,14812,hero,,held 14812,,,,,
benen,14797,legs,,benen 14797,,,,,
dachten,14794,thought,,dachten 14794,,,,,
waarvan,14794,of which,,waarvan 14794,,,,,
tas,14788,bag,,tas 14788,,,,,
thee,14778,tea,,thee 14778,,,,,
ray,14761,ray,,ray 14761,,,,,
jane,14761,Jane,,jane 14761,,,,,
overleven,14760,to survive,,overleven 14760,,,,,
belt,14759,call,,belt 14759,,,,,
meenemen,14753,take,,meenemen 14753,,,,,
nek,14751,neck,,nek 14751,,,,,
gevecht,14693,battle,,gevecht 14693,,,,,
bestaan,14684,to exist,,bestaan 14684,,,,,
ongelooflijk,14676,incredible,,ongelooflijk 14676,,,,,
slachtoffers,14648,victims,,slachtoffers 14648,,,,,
drink,14646,drink,,drink 14646,,,,,
ring,14638,ring,,ring 14638,,,,,
donker,14610,dark,,donker 14610,,,,,
links,14607,left,,links 14607,,,,,
dichtbij,14596,close to,,dichtbij 14596,,,,,
bereid,14586,prepared,,bereid 14586,,,,,
feit,14575,fact,,feit 14575,,,,,
vriendje,14536,boyfriend,,vriendje 14536,,,,,
professor,14494,professor,,professor 14494,,,,,
verschil,14491,difference,,verschil 14491,,,,,
collega,14472,fellow worker,,collega 14472,,,,,
spul,14466,stuff,,spul 14466,,,,,
boeken,14448,books,,boeken 14448,,,,,
slaat,14441,hit,,slaat 14441,,,,,
will,14435,will,,will 14435,,,,,
alweer,14429,weather,,alweer 14429,,,,,
rekening,14415,account,,rekening 14415,,,,,
gooi,14409,throw,,gooi 14409,,,,,
beslissing,14390,decision,,beslissing 14390,,,,,
verlies,14383,loss,,verlies 14383,,,,,
been,14381,leg,,been 14381,,,,,
verjaardag,14381,birthday,,verjaardag 14381,,,,,
lift,14378,elevator,,lift 14378,,,,,
tommy,14365,Tommy,,tommy 14365,,,,,
bob,14361,bob,,bob 14361,,,,,
koningin,14348,Queen,,koningin 14348,,,,,
teveel,14324,too much,,teveel 14324,,,,,
levend,14323,living,,levend 14323,,,,,
waarmee,14306,by which,,waarmee 14306,,,,,
raakt,14286,touch,,raakt 14286,,,,,
draagt,14273,wears,,draagt 14273,,,,,
verandert,14261,changes,,verandert 14261,,,,,
trein,14257,train,,trein 14257,,,,,
da,14253,Da,,da 14253,,,,,
monster,14236,sample,,monster 14236,,,,,
raakte,14221,hit,,raakte 14221,,,,,
sporen,14210,tracks,,sporen 14210,,,,,
opa,14207,grandpa,,opa 14207,,,,,
zingen,14205,to sing,,zingen 14205,,,,,
voeten,14166,feet,,voeten 14166,,,,,
lot,14162,lot,,lot 14162,,,,,
richting,14146,direction,,richting 14146,,,,,
knap,14125,good looking,,knap 14125,,,,,
duren,14101,to last,,duren 14101,,,,,
speciaal,14099,special,,speciaal 14099,,,,,
gebruikte,14085,used,,gebruikte 14085,,,,,
gestopt,14073,stopped,,gestopt 14073,,,,,
hoge,14054,high,,hoge 14054,,,,,
gesloten,14050,Closed,,gesloten 14050,,,,,
boord,14049,board,,boord 14049,,,,,
bedoelde,14049,referred to,,bedoelde 14049,,,,,
gepakt,13989,crazy,,gepakt 13989,,,,,
you,13969,you,,you 13969,,,,,
draai,13933,play,,draai 13933,,,,,
vannacht,13933,tonight,,vannacht 13933,,,,,
ijs,13920,ice,,ijs 13920,,,,,
enorme,13907,huge,,enorme 13907,,,,,
reed,13906,drove,,reed 13906,,,,,
beurt,13888,turn,,beurt 13888,,,,,
koop,13888,buy,,koop 13888,,,,,
appartement,13873,apartment,,appartement 13873,,,,,
cel,13855,cell,,cel 13855,,,,,
d,13848,D,,d 13848,,,,,
begraven,13845,to bury,,begraven 13845,,,,,
indruk,13830,impression,,indruk 13830,,,,,
vlees,13793,meat,,vlees 13793,,,,,
strijd,13791,conflict,,strijd 13791,,,,,
ochtend,13782,morning,,ochtend 13782,,,,,
keuken,13747,kitchen,,keuken 13747,,,,,
energie,13730,energy,,energie 13730,,,,,
vernietigen,13722,destroy,,vernietigen 13722,,,,,
geregeld,13715,organized,,geregeld 13715,,,,,
plaatsen,13690,place,,plaatsen 13690,,,,,
gevoelens,13687,feelings,,gevoelens 13687,,,,,
last,13683,charge,,last 13683,,,,,
la,13673,la,,la 13673,,,,,
bedanken,13665,to thank,,bedanken 13665,,,,,
ophouden,13661,to hold up,,ophouden 13661,,,,,
hangen,13656,to hang,,hangen 13656,,,,,
kennis,13650,knowledge,,kennis 13650,,,,,
bill,13647,Bill,,bill 13647,,,,,
patiënt,13606,patient,,patiënt 13606,,,,,
zware,13585,heavy,,zware 13585,,,,,
basis,13578,base,,basis 13578,,,,,
kat,13563,cat,,kat 13563,,,,,
glas,13552,glass,,glas 13552,,,,,
sloeg,13539,stroke,,sloeg 13539,,,,,
dankzij,13538,thanks to,,dankzij 13538,,,,,
dader,13536,perpetrator,,dader 13536,,,,,
gasten,13512,guests,,gasten 13512,,,,,
zwart,13488,black,,zwart 13488,,,,,
betaal,13481,pay,,betaal 13481,,,,,
adem,13475,breath,,adem 13475,,,,,
richard,13464,Richard,,richard 13464,,,,,
boodschap,13388,errand,,boodschap 13388,,,,,
grap,13386,joke,,grap 13386,,,,,
bos,13383,bunch,,bos 13383,,,,,
geholpen,13348,helped,,geholpen 13348,,,,,
godsnaam,13339,God sake,,godsnaam 13339,,,,,
prachtige,13330,gorgeous,,prachtige 13330,,,,,
neergeschoten,13318,shot,,neergeschoten 13318,,,,,
werkelijk,13314,really,,werkelijk 13314,,,,,
gestorven,13296,died,,gestorven 13296,,,,,
huilen,13282,to cry,,huilen 13282,,,,,
commandant,13272,commander,,commandant 13272,,,,,
billy,13266,Billy,,billy 13266,,,,,
soldaten,13263,soldiers,,soldaten 13263,,,,,
jake,13262,jaked,,jake 13262,,,,,
jurk,13232,dress,,jurk 13232,,,,,
gevangen,13230,captured,,gevangen 13230,,,,,
veiligheid,13208,safety,,veiligheid 13208,,,,,
hoek,13198,corner,,hoek 13198,,,,,
hiermee,13178,with this,,hiermee 13178,,,,,
afstand,13177,distance,,afstand 13177,,,,,
kilometer,13172,kilometer,,kilometer 13172,,,,,
regering,13170,government,,regering 13170,,,,,
stoel,13168,chair,,stoel 13168,,,,,
onschuldig,13160,innocent,,onschuldig 13160,,,,,
kogel,13153,ball,,kogel 13153,,,,,
londen,13146,London,,londen 13146,,,,,
vlak,13140,right,,vlak 13140,,,,,
stuurde,13135,controlled,,stuurde 13135,,,,,
fijne,13134,nice,,fijne 13134,,,,,
waarin,13129,in which,,waarin 13129,,,,,
voet,13126,foot,,voet 13126,,,,,
haalt,13125,fetches,,haalt 13125,,,,,
ontsnappen,13114,escape,,ontsnappen 13114,,,,,
gooien,13109,to throw,,gooien 13109,,,,,
rechts,13107,right,,rechts 13107,,,,,
ineens,13102,suddenly,,ineens 13102,,,,,
ouwe,13089,old,,ouwe 13089,,,,,
test,13088,test,,test 13088,,,,,
toestemming,13076,permission,,toestemming 13076,,,,,
wraak,13075,revenge,,wraak 13075,,,,,
breken,13067,break,,breken 13067,,,,,
rol,13061,role,,rol 13061,,,,,
opschieten,13050,Hurry up,,opschieten 13050,,,,,
kalm,13022,calm,,kalm 13022,,,,,
goud,13016,gold,,goud 13016,,,,,
verantwoordelijk,13015,responsible,,verantwoordelijk 13015,,,,,
enorm,13010,enormous,,enorm 13010,,,,,
bespreken,13009,discuss,,bespreken 13009,,,,,
noemt,13008,mentions,,noemt 13008,,,,,
verdorie,13008,damn,,verdorie 13008,,,,,
ervaring,13006,experience,,ervaring 13006,,,,,
soldaat,13004,soldier,,soldaat 13004,,,,,
gepraat,13003,talk,,gepraat 13003,,,,,
steve,12989,steve,,steve 12989,,,,,
mark,12977,Mark,,mark 12977,,,,,
totaal,12959,total,,totaal 12959,,,,,
and,12942,and,,and 12942,,,,,
gratis,12925,free,,gratis 12925,,,,,
overleden,12921,dead,,overleden 12921,,,,,
moorden,12902,murderous,,moorden 12902,,,,,
eiland,12837,Island,,eiland 12837,,,,,
beeld,12826,image,,beeld 12826,,,,,
passen,12822,to suit,,passen 12822,,,,,
leeftijd,12821,age,,leeftijd 12821,,,,,
noemde,12821,mentioned,,noemde 12821,,,,,
tekenen,12795,draw,,tekenen 12795,,,,,
doorgaan,12795,Get on,,doorgaan 12795,,,,,
boom,12793,tree,,boom 12793,,,,,
uitzoeken,12781,investigate,,uitzoeken 12781,,,,,
dak,12758,roof,,dak 12758,,,,,
besloten,12753,decided,,besloten 12753,,,,,
lunch,12721,lunch,,lunch 12721,,,,,
ryan,12707,Ryan,,ryan 12707,,,,,
vele,12704,many,,vele 12704,,,,,
schoon,12698,clean,,schoon 12698,,,,,
controleren,12694,to check,,controleren 12694,,,,,
gearresteerd,12690,arrested,,gearresteerd 12690,,,,,
schoot,12687,shot,,schoot 12687,,,,,
eraf,12684,off,,eraf 12684,,,,,
achteruit,12672,backwards,,achteruit 12672,,,,,
johnny,12668,Johnny,,johnny 12668,,,,,
belangrijke,12666,important,,belangrijke 12666,,,,,
lees,12665,read,,lees 12665,,,,,
perfecte,12664,Perfect,,perfecte 12664,,,,,
dorp,12652,village,,dorp 12652,,,,,
eikel,12648,jerk,,eikel 12648,,,,,
bobby,12640,Bobby,,bobby 12640,,,,,
dossier,12624,dossier,,dossier 12624,,,,,
past,12613,suits,,past 12613,,,,,
code,12609,code,,code 12609,,,,,
vieren,12607,to celebrate,,vieren 12607,,,,,
geluid,12596,sound,,geluid 12596,,,,,
homo,12552,homo,,homo 12552,,,,,
verschrikkelijk,12547,terrible,,verschrikkelijk 12547,,,,,
stelt,12546,stilt,,stelt 12546,,,,,
slaapt,12545,sleeps,,slaapt 12545,,,,,
bier,12522,beer,,bier 12522,,,,,
dna,12521,DNA,,dna 12521,,,,,
hoelang,12478,how long,,hoelang 12478,,,,,
eenmaal,12477,once,,eenmaal 12477,,,,,
simpel,12470,easy,,simpel 12470,,,,,
zocht,12466,searched,,zocht 12466,,,,,
blauwe,12465,blue,,blauwe 12465,,,,,
stukje,12436,piece,,stukje 12436,,,,,
vermist,12435,missing,,vermist 12435,,,,,
zorgt,12429,provision,,zorgt 12429,,,,,
gat,12410,hole,,gat 12410,,,,,
ouder,12410,parent,,ouder 12410,,,,,
kate,12405,kate,,kate 12405,,,,,
schrijf,12400,write,,schrijf 12400,,,,,
schreef,12398,wrote,,schreef 12398,,,,,
wens,12397,wish,,wens 12397,,,,,
geslagen,12397,beaten,,geslagen 12397,,,,,
parijs,12394,Paris,,parijs 12394,,,,,
toevallig,12377,accidentally,,toevallig 12377,,,,,
leiding,12359,pipe,,leiding 12359,,,,,
edelachtbare,12356,noble,,edelachtbare 12356,,,,,
bouwen,12347,to build,,bouwen 12347,,,,,
geweten,12329,known,,geweten 12329,,,,,
heilige,12320,saint,,heilige 12320,,,,,
restaurant,12303,restaurant,,restaurant 12303,,,,,
sterft,12296,die,,sterft 12296,,,,,
toegang,12292,access,,toegang 12292,,,,,
verbergen,12280,hide,,verbergen 12280,,,,,
draait,12278,turn,,draait 12278,,,,,
leidt,12262,lead,,leidt 12262,,,,,
armen,12255,poor,,armen 12255,,,,,
luke,12254,luke,,luke 12254,,,,,
taak,12244,task,,taak 12244,,,,,
ware,12221,true,,ware 12221,,,,,
lab,12191,lab,,lab 12191,,,,,
misdaad,12189,crime,,misdaad 12189,,,,,
nadenken,12173,think it over,,nadenken 12173,,,,,
vakantie,12172,holidays,,vakantie 12172,,,,,
behoorlijk,12165,fairly,,behoorlijk 12165,,,,,
sleutels,12150,Keys,,sleutels 12150,,,,,
video,12131,video,,video 12131,,,,,
levens,12121,lives,,levens 12121,,,,,
geniet,12104,enjoy,,geniet 12104,,,,,
draaien,12088,turn,,draaien 12088,,,,,
vertrek,12082,departure,,vertrek 12082,,,,,
betreft,12051,Re,,betreft 12051,,,,,
eric,12044,Eric,,eric 12044,,,,,
slot,12032,key lock,,slot 12032,,,,,
ms,12018,ms,,ms 12018,,,,,
verpest,12014,messed up,,verpest 12014,,,,,
proces,12012,process,,proces 12012,,,,,
opdracht,12009,order,,opdracht 12009,,,,,
programma,12007,program,,programma 12007,,,,,
klote,11994,crazy,,klote 11994,,,,,
leider,11986,leader,,leider 11986,,,,,
actie,11974,action,,actie 11974,,,,,
waardoor,11962,Causing,,waardoor 11962,,,,,
antwoorden,11961,answers,,antwoorden 11961,,,,,
gezeten,11950,seated,,gezeten 11950,,,,,
bruiloft,11933,wedding,,bruiloft 11933,,,,,
vorm,11902,form,,vorm 11902,,,,,
woon,11896,live,,woon 11896,,,,,
directeur,11881,director,,directeur 11881,,,,,
cliënt,11811,client,,cliënt 11811,,,,,
goedenavond,11797,Good evening,,goedenavond 11797,,,,,
advies,11797,advice,,advies 11797,,,,,
hoewel,11793,although,,hoewel 11793,,,,,
eddie,11790,Eddie,,eddie 11790,,,,,
chris,11763,Chris,,chris 11763,,,,,
uren,11757,hours,,uren 11757,,,,,
welterusten,11756,Good night,,welterusten 11756,,,,,
tijden,11749,times,,tijden 11749,,,,,
volwassen,11743,adult,,volwassen 11743,,,,,
vuile,11739,dirty,,vuile 11739,,,,,
majoor,11718,majoor,,majoor 11718,,,,,
radio,11705,radio,,radio 11705,,,,,
aangenaam,11704,nice to meet you,,aangenaam 11704,,,,,
drankje,11688,drink,,drankje 11688,,,,,
maan,11687,Moon,,maan 11687,,,,,
kregen,11668,got,,kregen 11668,,,,,
gemakkelijk,11666,easy,,gemakkelijk 11666,,,,,
vergeef,11664,forgive,,vergeef 11664,,,,,
klas,11655,class,,klas 11655,,,,,
krant,11649,newspaper,,krant 11649,,,,,
langzaam,11641,slowly,,langzaam 11641,,,,,
kosten,11641,cost,,kosten 11641,,,,,
martin,11630,Martin,,martin 11630,,,,,
procent,11617,per cent,,procent 11617,,,,,
mist,11610,fog,,mist 11610,,,,,
pad,11602,path,,pad 11602,,,,,
vrijheid,11593,freedom,,vrijheid 11593,,,,,
verdwijnen,11590,to disappear,,verdwijnen 11590,,,,,
gelogen,11578,lied,,gelogen 11578,,,,,
beweging,11561,movement,,beweging 11561,,,,,
twijfel,11555,doubt,,twijfel 11555,,,,,
neef,11541,cousin,,neef 11541,,,,,
gemeen,11511,mean,,gemeen 11511,,,,,
fles,11498,bottle,,fles 11498,,,,,
dol,11497,dolly,,dol 11497,,,,,
draag,11491,carry,,draag 11491,,,,,
vis,11485,fish,,vis 11485,,,,,
waarover,11484,about what,,waarover 11484,,,,,
rood,11477,red,,rood 11477,,,,,
hersenen,11459,brain,,hersenen 11459,,,,,
der,11458,derelict,,der 11458,,,,,
verloor,11449,loss,,verloor 11449,,,,,
taxi,11440,cab,,taxi 11440,,,,,
voorkomen,11440,prevent,,voorkomen 11440,,,,,
medicijnen,11433,medicines,,medicijnen 11433,,,,,
okay,11414,Okay,,okay 11414,,,,,
binnenkort,11407,soon,,binnenkort 11407,,,,,
doos,11406,box,,doos 11406,,,,,
terecht,11403,justifiably,,terecht 11403,,,,,
mening,11395,opinion,,mening 11395,,,,,
geweer,11387,rifle,,geweer 11387,,,,,
bezit,11370,possess,,bezit 11370,,,,,
top,11364,top,,top 11364,,,,,
wonder,11343,miracle,,wonder 11343,,,,,
vergeven,11321,to forgive,,vergeven 11321,,,,,
stopt,11309,stops,,stopt 11309,,,,,
hopen,11276,to hope,,hopen 11276,,,,,
thomas,11269,Thomas,,thomas 11269,,,,,
ophalen,11268,to pick up,,ophalen 11268,,,,,
wind,11267,wind,,wind 11267,,,,,
oplossen,11265,dissolve,,oplossen 11265,,,,,
jaloers,11264,jealous,,jaloers 11264,,,,,
kevin,11259,Kevin,,kevin 11259,,,,,
rachel,11259,rachel,,rachel 11259,,,,,
onmiddellijk,11237,immediately,,onmiddellijk 11237,,,,,
gedrag,11226,behaviour,,gedrag 11226,,,,,
charles,11225,Charles,,charles 11225,,,,,
stemmen,11212,to vote,,stemmen 11212,,,,,
ontbijt,11199,breakfast,,ontbijt 11199,,,,,
lol,11182,LOL,,lol 11182,,,,,
walter,11179,Walter,,walter 11179,,,,,
honden,11163,dogs,,honden 11163,,,,,
ontvangen,11162,receive,,ontvangen 11162,,,,,
verhalen,11157,stories,,verhalen 11157,,,,,
rivier,11155,river,,rivier 11155,,,,,
twaalf,11155,twelve,,twaalf 11155,,,,,
voedsel,11152,food,,voedsel 11152,,,,,
gauw,11151,soon,,gauw 11151,,,,,
volgt,11145,follow,,volgt 11145,,,,,
vaker,11139,more frequently,,vaker 11139,,,,,
adam,11133,Adam,,adam 11133,,,,,
keren,11126,turn,,keren 11126,,,,,
klanten,11115,customers,,klanten 11115,,,,,
chef,11114,chef,,chef 11114,,,,,
wint,11108,wins,,wint 11108,,,,,
brian,11108,Brian,,brian 11108,,,,,
minuut,11108,minute,,minuut 11108,,,,,
anna,11096,anna,,anna 11096,,,,,
detective,11095,detective,,detective 11095,,,,,
verraden,11091,betray,,verraden 11091,,,,,
don,11075,don,,don 11075,,,,,
geweld,11059,violence,,geweld 11059,,,,,
akkoord,11046,agreement,,akkoord 11046,,,,,
tonen,11039,to show,,tonen 11039,,,,,
genoemd,11032,mentioned,,genoemd 11032,,,,,
gewone,11032,ordinary,,gewone 11032,,,,,
papieren,11022,paper,,papieren 11022,,,,,
verband,11011,bandage,,verband 11011,,,,,
hoopte,11005,hopeful,,hoopte 11005,,,,,
rare,11003,rare,,rare 11003,,,,,
brug,10998,bridge,,brug 10998,,,,,
jas,10995,jacket,,jas 10995,,,,,
bloemen,10994,flowers,,bloemen 10994,,,,,
daniel,10992,Daniel,,daniel 10992,,,,,
trap,10991,staircase,,trap 10991,,,,,
mijnheer,10988,Sir,,mijnheer 10988,,,,,
aanvallen,10983,to attack,,aanvallen 10983,,,,,
leer,10974,leather,,leer 10974,,,,,
street,10973,street,,street 10973,,,,,
opnemen,10973,record,,opnemen 10973,,,,,
robert,10971,Robert,,robert 10971,,,,,
schade,10968,injury,,schade 10968,,,,,
blijkt,10943,turns out,,blijkt 10943,,,,,
bijzonder,10924,particularly,,bijzonder 10924,,,,,
huid,10908,skin,,huid 10908,,,,,
krachten,10899,forces,,krachten 10899,,,,,
zakken,10887,to fail,,zakken 10887,,,,,
openen,10886,to open,,openen 10886,,,,,
arts,10860,doctor,,arts 10860,,,,,
hoer,10847,whore,,hoer 10847,,,,,
gestoord,10843,disturbed,,gestoord 10843,,,,,
scott,10828,scott,,scott 10828,,,,,
gegeten,10810,ate,,gegeten 10810,,,,,
echtgenoot,10810,husband,,echtgenoot 10810,,,,,
bedoeling,10797,intention,,bedoeling 10797,,,,,
durf,10793,dare,,durf 10793,,,,,
trouw,10787,Fidelity,,trouw 10787,,,,,
bedenken,10786,come up with,,bedenken 10786,,,,,
ergste,10780,worst,,ergste 10780,,,,,
bedacht,10779,suspicious,,bedacht 10779,,,,,
tegenhouden,10760,to prevent,,tegenhouden 10760,,,,,
vermoordde,10758,murdered,,vermoordde 10758,,,,,
nachts,10756,at night,,nachts 10756,,,,,
vertrokken,10748,left,,vertrokken 10748,,,,,
knul,10737,knock,,knul 10737,,,,,
engels,10721,English,,engels 10721,,,,,
start,10711,Start,,start 10711,,,,,
favoriete,10710,favourite,,favoriete 10710,,,,,
persoonlijke,10709,personal,,persoonlijke 10709,,,,,
bepaalde,10688,certain,,bepaalde 10688,,,,,
sommigen,10681,some,,sommigen 10681,,,,,
yeah,10679,yeah,,yeah 10679,,,,,
momentje,10670,just hold on,,momentje 10670,,,,,
medische,10658,medical,,medische 10658,,,,,
sexy,10644,sexy,,sexy 10644,,,,,
burgemeester,10640,mayor,,burgemeester 10640,,,,,
lee,10638,lee,,lee 10638,,,,,
officier,10624,officer,,officier 10624,,,,,
kussen,10594,To kiss,,kussen 10594,,,,,
date,10579,date,,date 10579,,,,,
ster,10577,star,,ster 10577,,,,,
gezocht,10564,sought,,gezocht 10564,,,,,
captain,10554,captain,,captain 10554,,,,,
wezen,10549,being,,wezen 10549,,,,,
roep,10535,call,,roep 10535,,,,,
details,10531,details,,details 10531,,,,,
zomer,10498,summer,,zomer 10498,,,,,
dikke,10496,thick,,dikke 10496,,,,,
ruikt,10495,smell,,ruikt 10495,,,,,
eigenaar,10493,owner,,eigenaar 10493,,,,,
motor,10491,motor,,motor 10491,,,,,
universiteit,10490,University,,universiteit 10490,,,,,
hielp,10488,heel,,hielp 10488,,,,,
kus,10478,kiss,,kus 10478,,,,,
luistert,10475,listen,,luistert 10475,,,,,
gegevens,10472,data,,gegevens 10472,,,,,
claire,10471,claire,,claire 10471,,,,,
beveiliging,10458,security,,beveiliging 10458,,,,,
nagedacht,10457,thought,,nagedacht 10457,,,,,
lisa,10455,Lisa,,lisa 10455,,,,,
gekozen,10453,chosen,,gekozen 10453,,,,,
betaalt,10444,pay,,betaalt 10444,,,,,
betekenen,10435,mean,,betekenen 10435,,,,,
verborgen,10430,hidden,,verborgen 10430,,,,,
publiek,10413,public,,publiek 10413,,,,,
carrière,10408,career,,carrière 10408,,,,,
tanden,10394,teeth,,tanden 10394,,,,,
amy,10386,amy,,amy 10386,,,,,
rapport,10384,report,,rapport 10384,,,,,
super,10321,super,,super 10321,,,,,
vrije,10319,free,,vrije 10319,,,,,
geheimen,10305,secrets,,geheimen 10305,,,,,
opeens,10303,suddenly,,opeens 10303,,,,,
beest,10293,beast,,beest 10293,,,,,
afgesproken,10293,agreed to meet,,afgesproken 10293,,,,,
halve,10286,half,,halve 10286,,,,,
rijdt,10280,run,,rijdt 10280,,,,,
belangrijkste,10254,main,,belangrijkste 10254,,,,,
kamp,10229,camp,,kamp 10229,,,,,
leef,10218,live,,leef 10218,,,,,
washington,10209,Washington,,washington 10209,,,,,
steun,10203,support,,steun 10203,,,,,
afdeling,10191,section,,afdeling 10191,,,,,
honderd,10188,hundred,,honderd 10188,,,,,
vorig,10166,last,,vorig 10166,,,,,
rook,10164,smoke,,rook 10164,,,,,
boel,10160,boot,,boel 10160,,,,,
vecht,10159,fighting,,vecht 10159,,,,,
strand,10139,beach,,strand 10139,,,,,
jason,10134,jason,,jason 10134,,,,,
magie,10125,magic,,magie 10125,,,,,
oplossing,10113,solution,,oplossing 10113,,,,,
type,10088,type,,type 10088,,,,,
rusten,10084,rest,,rusten 10084,,,,,
droeg,10073,wore,,droeg 10073,,,,,
wellicht,10071,perhaps,,wellicht 10071,,,,,
beelden,10067,images,,beelden 10067,,,,,
genaamd,10052,named,,genaamd 10052,,,,,
terugkomen,10051,return,,terugkomen 10051,,,,,
voeren,10043,feed,,voeren 10043,,,,,
waardeer,10042,appreciate,,waardeer 10042,,,,,
nauwelijks,10026,hardly,,nauwelijks 10026,,,,,
bad,10025,bathe,,bad 10025,,,,,
bieden,10014,offer,,bieden 10014,,,,,
geïnteresseerd,10007,interested,,geïnteresseerd 10007,,,,,
verlaat,10001,leaving,,verlaat 10001,,,,,
duivel,9993,devil,,duivel 9993,,,,,
overkomen,9961,come across,,overkomen 9961,,,,,
speelde,9958,played,,speelde 9958,,,,,
pond,9919,lb,,pond 9919,,,,,
ballen,9908,balls,,ballen 9908,,,,,
duizenden,9908,thousands of thousands,,duizenden 9908,,,,,
gedoe,9906,hassle,,gedoe 9906,,,,,
city,9905,City,,city 9905,,,,,
nerveus,9900,nervous,,nerveus 9900,,,,,
locatie,9870,Location,,locatie 9870,,,,,
blik,9863,look,,blik 9863,,,,,
doelwit,9861,target,,doelwit 9861,,,,,
gekke,9847,silly,,gekke 9847,,,,,
meegemaakt,9843,experienced,,meegemaakt 9843,,,,,
twintig,9813,twenty,,twintig 9813,,,,,
emily,9812,emily,,emily 9812,,,,,
klant,9809,customer,,klant 9809,,,,,
kerels,9803,guys,,kerels 9803,,,,,
loog,9793,loop,,loog 9793,,,,,
post,9786,post,,post 9786,,,,,
aangevallen,9786,attacked,,aangevallen 9786,,,,,
oren,9786,ears,,oren 9786,,,,,
emma,9773,emma,,emma 9773,,,,,
springen,9759,to jump,,springen 9759,,,,,
gevolgd,9756,followed,,gevolgd 9756,,,,,
releases,9732,releases,,releases 9732,,,,,
lach,9731,smile,,lach 9731,,,,,
ontmoette,9730,met,,ontmoette 9730,,,,,
zwak,9721,weak,,zwak 9721,,,,,
engeland,9705,England,,engeland 9705,,,,,
ziekte,9704,disease,,ziekte 9704,,,,,
sterren,9699,stars,,sterren 9699,,,,,
kyle,9697,kyle,,kyle 9697,,,,,
trekt,9691,pull,,trekt 9691,,,,,
toilet,9686,toilet,,toilet 9686,,,,,
steen,9678,stone,,steen 9678,,,,,
logisch,9674,logical,,logisch 9674,,,,,
landen,9673,to land,,landen 9673,,,,,
geloofde,9673,believed,,geloofde 9673,,,,,
fouten,9644,faults,,fouten 9644,,,,,
verwachten,9637,expect,,verwachten 9637,,,,,
leo,9613,leo,,leo 9613,,,,,
dankbaar,9586,satisfying,,dankbaar 9586,,,,,
veroorzaakt,9580,caused,,veroorzaakt 9580,,,,,
duizend,9579,thousand,,duizend 9579,,,,,
wow,9577,wow,,wow 9577,,,,,
aangedaan,9574,affected,,aangedaan 9574,,,,,
andy,9572,Andy,,andy 9572,,,,,
jury,9566,jury,,jury 9566,,,,,
verslaan,9565,defeat,,verslaan 9565,,,,,
vangen,9551,to catch,,vangen 9551,,,,,
christus,9545,Christ,,christus 9545,,,,,
maria,9544,maria,,maria 9544,,,,,
testen,9541,to test,,testen 9541,,,,,
grens,9538,border,,grens 9538,,,,,
paniek,9534,panic,,paniek 9534,,,,,
nogmaals,9522,once again,,nogmaals 9522,,,,,
telefoontje,9518,phone call,,telefoontje 9518,,,,,
steken,9512,stabbing,,steken 9512,,,,,
jesse,9502,Jesse,,jesse 9502,,,,,
pete,9489,Pete,,pete 9489,,,,,
ontsnapt,9488,Escaped,,ontsnapt 9488,,,,,
herinnert,9478,recall,,herinnert 9478,,,,,
paarden,9467,horses,,paarden 9467,,,,,
vaders,9464,fathers,,vaders 9464,,,,,
theorie,9461,theory,,theorie 9461,,,,,
kleur,9459,color,,kleur 9459,,,,,
prins,9457,Prince,,prins 9457,,,,,
vissen,9451,fishing,,vissen 9451,,,,,
bron,9445,source,,bron 9445,,,,,
lid,9442,member,,lid 9442,,,,,
drank,9440,drink,,drank 9440,,,,,
vergadering,9433,meeting,,vergadering 9433,,,,,
gebleven,9432,remained,,gebleven 9432,,,,,
meerdere,9432,multiple,,meerdere 9432,,,,,
ondanks,9431,despite,,ondanks 9431,,,,,
machine,9429,machine,,machine 9429,,,,,
moeders,9429,mothers,,moeders 9429,,,,,
signaal,9418,signal,,signaal 9418,,,,,
geslapen,9412,slept,,geslapen 9412,,,,,
lijden,9412,suffering,,lijden 9412,,,,,
stappen,9407,to step,,stappen 9407,,,,,
carter,9401,carter,,carter 9401,,,,,
eeuwig,9398,eternal,,eeuwig 9398,,,,,
vreselijke,9395,terrible,,vreselijke 9395,,,,,
km,9386,KM,,km 9386,,,,,
matt,9377,Matt,,matt 9377,,,,,
